driverId,constructorId,grid,year,points,winner
830,9,1,2023,25.0,1
852,213,19,2023,0.0,0
863,131,6,2025,2.0,0
860,210,11,2025,0.0,0
844,6,4,2025,12.0,0
807,15,12,2025,0.0,0
861,214,17,2025,0.0,0
857,1,3,2025,15.0,0
846,1,2,2025,18.0,0
847,131,5,2025,10.0,0
848,3,14,2025,6.0,0
842,214,20,2025,0.0,0
840,117,16,2025,0.0,0
852,9,9,2025,0.0,0
839,210,15,2025,0.0,0
832,3,13,2025,0.0,0
864,15,7,2025,4.0,0
859,215,18,2025,0.0,0
865,215,19,2025,1.0,0
830,9,1,2025,25.0,1
863,131,7,2025,0.0,0
860,210,8,2025,2.0,0
844,6,3,2025,15.0,0
807,15,11,2025,4.0,0
861,214,15,2025,0.0,0
857,1,6,2025,10.0,0
846,1,2,2025,18.0,0
847,131,4,2025,8.0,0
848,3,18,2025,0.0,0
842,214,14,2025,0.0,0
840,117,19,2025,0.0,0
852,9,13,2025,6.0,0
839,210,17,2025,0.0,0
832,3,9,2025,0.0,0
864,15,16,2025,0.0,0
859,215,12,2025,0.0,0
865,215,20,2025,0.0,0
830,9,1,2025,25.0,1
22,11,6,2006,0.0,0
36,8,21,2006,0.0,0
30,6,3,2006,8.0,0
32,9,14,2006,0.0,0
27,13,18,2006,0.0,0
33,13,16,2006,0.0,0
15,7,22,2006,0.0,0
31,1,8,2006,3.0,0
17,3,17,2006,0.0,0
23,7,7,2006,0.0,0
35,2,10,2006,1.0,0
26,5,15,2006,0.0,0
21,4,5,2006,5.0,0
24,5,13,2006,0.0,0
18,11,19,2006,0.0,0
32,19,10,2004,0.0,0
15,4,3,2004,0.0,0
23,3,1,2004,0.0,0
17,19,14,2004,0.0,0
30,6,6,2004,10.0,1
22,6,7,2004,8.0,0
47,18,18,2004,0.0,0
21,15,11,2004,5.0,0
43,7,12,2004,0.0,0
18,16,2,2004,6.0,0
46,18,19,2004,0.0,0
31,3,4,2004,0.0,0
44,7,13,2004,0.0,0
177,1,5,1986,0.0,0
179,49,25,1986,0.0,0
178,26,10,1986,0.0,0
174,32,8,1986,2.0,0
119,34,14,1986,0.0,0
145,18,17,1986,0.0,0
163,27,9,1986,0.0,0
112,27,12,1986,0.0,0
170,22,13,1986,0.0,0
84,25,16,1986,1.0,0
117,1,3,1986,0.0,0
175,26,6,1986,0.0,0
102,32,1,1986,6.0,0
166,25,18,1986,0.0,0
110,18,20,1986,0.0,0
137,3,2,1986,9.0,1
118,34,19,1986,0.0,0
105,6,15,1986,0.0,0
140,6,7,1986,3.0,0
180,45,26,1986,0.0,0
156,49,24,1986,0.0,0
157,21,21,1986,0.0,0
95,3,4,1986,4.0,0
77,22,11,1986,0.0,0
160,45,23,1986,0.0,0
373,172,5,1966,3.0,0
374,176,9,1966,0.0,0
401,91,18,1966,0.0,0
356,191,1,1966,9.0,1
389,167,17,1966,0.0,0
347,183,15,1966,0.0,0
364,189,3,1966,0.0,0
399,181,16,1966,0.0,0
388,183,12,1966,0.0,0
341,167,6,1966,0.0,0
383,183,10,1966,0.0,0
396,66,14,1966,0.0,0
304,191,2,1966,6.0,0
346,167,11,1966,0.0,0
360,188,13,1966,1.0,0
400,192,19,1966,0.0,0
358,167,7,1966,2.0,0
328,66,8,1966,0.0,0
397,176,20,1966,0.0,0
289,66,4,1966,4.0,0
817,9,0,2017,0.0,0
839,10,13,2017,1.0,0
826,5,9,2017,2.0,0
20,6,2,2017,25.0,1
154,210,6,2017,0.0,0
822,131,3,2017,15.0,0
807,4,11,2017,0.0,0
841,15,16,2017,0.0,0
828,15,14,2017,0.0,0
825,210,17,2017,0.0,0
840,3,20,2017,0.0,0
838,1,18,2017,0.0,0
832,5,8,2017,4.0,0
815,10,10,2017,6.0,0
830,9,5,2017,10.0,0
835,4,19,2017,0.0,0
817,1,6,2021,10.0,0
832,6,10,2021,8.0,0
844,6,4,2021,18.0,0
842,213,11,2021,0.0,0
839,214,9,2021,2.0,0
846,1,5,2021,12.0,0
822,131,3,2021,15.0,0
840,117,14,2021,4.0,0
841,51,15,2021,0.0,0
849,3,17,2021,0.0,0
815,9,0,2021,0.0,0
854,210,18,2021,0.0,0
830,9,1,2021,0.0,0
853,210,19,2021,0.0,0
847,3,12,2021,0.0,0
20,117,8,2021,0.0,0
852,213,16,2021,1.0,0
817,1,4,2022,0.0,0
832,6,18,2022,12.0,0
844,6,1,2022,18.0,0
842,213,5,2022,4.0,0
839,214,14,2022,0.0,0
846,1,3,2022,6.0,0
847,131,2,2022,15.0,0
840,117,12,2022,0.0,0
856,3,8,2022,2.0,0
825,210,16,2022,0.0,0
849,3,10,2022,0.0,0
815,9,13,2022,9.0,0
855,51,9,2022,1.0,0
854,210,17,2022,0.0,0
822,51,15,2022,0.0,0
830,9,7,2022,25.0,1
20,117,11,2022,0.0,0
852,213,20,2022,0.0,0
63,15,15,2000,0.0,0
23,3,12,2000,0.0,0
41,16,8,2000,0.0,0
30,6,1,2000,10.0,1
35,16,6,2000,0.0,0
49,17,5,2000,0.0,0
22,6,3,2000,6.0,0
56,19,16,2000,0.0,0
57,1,4,2000,3.0,0
25,22,14,2000,0.0,0
60,18,22,2000,0.0,0
64,15,19,2000,0.0,0
50,21,13,2000,2.0,0
21,22,10,2000,4.0,0
37,21,9,2000,0.0,0
55,20,17,2000,0.0,0
18,3,18,2000,0.0,0
48,18,20,2000,0.0,0
15,17,7,2000,1.0,0
65,19,11,2000,0.0,0
173,32,7,1982,3.0,0
136,55,0,1982,0.0,0
200,37,25,1982,0.0,0
195,57,19,1982,0.0,0
184,21,26,1982,0.0,0
110,51,11,1982,0.0,0
181,54,0,1982,0.0,0
170,53,15,1982,0.0,0
119,34,2,1982,0.0,0
202,6,4,1982,6.0,0
175,6,13,1982,4.0,0
163,4,6,1982,0.0,0
158,27,24,1982,0.0,0
182,1,5,1982,9.0,1
95,32,23,1982,0.0,0
206,3,10,1982,2.0,0
205,25,17,1982,0.0,0
117,4,8,1982,1.0,0
176,21,22,1982,0.0,0
137,34,3,1982,0.0,0
177,3,1,1982,0.0,0
192,56,21,1982,0.0,0
187,1,12,1982,0.0,0
196,37,0,1982,0.0,0
105,25,9,1982,0.0,0
172,27,20,1982,0.0,0
197,45,18,1982,0.0,0
194,54,0,1982,0.0,0
152,51,14,1982,0.0,0
118,53,16,1982,0.0,0
173,32,10,1981,2.0,0
203,6,7,1981,9.0,1
202,6,13,1981,0.0,0
213,45,0,1981,0.0,0
207,51,8,1981,0.0,0
220,45,0,1981,0.0,0
175,55,16,1981,0.0,0
194,57,24,1981,0.0,0
163,4,17,1981,0.0,0
219,27,19,1981,0.0,0
205,53,0,1981,0.0,0
199,3,3,1981,3.0,0
95,32,11,1981,1.0,0
212,34,18,1981,0.0,0
117,4,5,1981,0.0,0
216,21,23,1981,0.0,0
137,34,9,1981,0.0,0
192,56,21,1981,0.0,0
187,1,4,1981,4.0,0
105,25,0,1981,0.0,0
110,1,14,1981,0.0,0
172,27,1,1981,6.0,0
201,54,0,1981,0.0,0
206,37,22,1981,0.0,0
177,56,15,1981,0.0,0
158,25,20,1981,0.0,0
119,21,12,1981,0.0,0
152,51,6,1981,0.0,0
178,3,2,1981,0.0,0
118,53,0,1981,0.0,0
235,57,21,1978,0.0,0
222,59,9,1978,3.0,0
203,6,5,1978,0.0,0
233,58,24,1978,0.0,0
208,1,0,1978,0.0,0
200,54,17,1978,0.0,0
230,63,16,1978,0.0,0
207,32,1,1978,9.0,1
212,32,20,1978,0.0,0
221,25,12,1978,0.0,0
175,1,14,1978,0.0,0
243,21,19,1978,0.0,0
182,34,6,1978,0.0,0
223,58,22,1978,0.0,0
232,60,0,1978,0.0,0
224,56,15,1978,0.0,0
187,34,7,1978,2.0,0
244,54,0,1978,0.0,0
172,27,10,1978,4.0,0
202,25,13,1978,0.0,0
231,1,4,1978,1.0,0
199,6,3,1978,0.0,0
119,21,8,1978,0.0,0
238,32,2,1978,6.0,0
211,63,23,1978,0.0,0
239,1,0,1978,0.0,0
177,55,0,1978,0.0,0
178,3,18,1978,0.0,0
219,4,11,1978,0.0,0
817,9,4,2017,0.0,0
832,4,12,2017,0.0,0
839,10,9,2017,4.0,0
20,6,3,2017,15.0,0
154,210,16,2017,0.0,0
822,131,1,2017,25.0,1
807,4,7,2017,8.0,0
828,15,19,2017,0.0,0
825,210,14,2017,0.0,0
840,3,15,2017,0.0,0
843,5,20,2017,0.0,0
838,1,13,2017,0.0,0
815,10,8,2017,6.0,0
836,15,18,2017,0.0,0
830,9,6,2017,10.0,0
842,5,17,2017,0.0,0
817,1,5,2021,12.0,0
832,6,2,2021,15.0,0
844,6,19,2021,0.0,0
842,213,11,2021,0.0,0
839,214,9,2021,0.0,0
846,1,1,2021,7.0,0
822,131,16,2021,10.0,0
840,117,7,2021,0.0,0
841,51,17,2021,0.0,0
849,3,18,2021,0.0,0
815,9,8,2021,2.0,0
854,210,14,2021,0.0,0
853,210,15,2021,0.0,0
830,9,20,2021,18.0,0
847,3,3,2021,1.0,0
20,117,10,2021,0.0,0
852,213,12,2021,0.0,0
863,131,17,2025,15.0,0
860,210,14,2025,1.0,0
844,6,9,2025,12.0,0
807,15,11,2025,6.0,0
861,214,15,2025,0.0,0
857,1,5,2025,0.0,0
846,1,1,2025,0.0,0
847,131,4,2025,18.0,0
848,3,16,2025,0.0,0
842,214,10,2025,0.0,0
840,117,12,2025,0.0,0
852,9,20,2025,0.0,0
839,210,13,2025,2.0,0
832,3,3,2025,10.0,0
864,15,18,2025,0.0,0
859,215,6,2025,0.0,0
865,215,8,2025,8.0,0
830,9,2,2025,25.0,1
863,131,0,2025,10.0,0
860,210,0,2025,0.0,0
844,6,0,2025,4.0,0
807,15,0,2025,0.0,0
861,214,0,2025,0.0,0
857,1,0,2025,18.0,0
846,1,0,2025,12.0,0
847,131,0,2025,8.0,0
848,3,0,2025,0.0,0
842,214,0,2025,0.0,0
840,117,0,2025,0.0,0
852,9,0,2025,1.0,0
839,210,0,2025,0.0,0
832,3,0,2025,15.0,0
864,15,0,2025,0.0,0
859,215,0,2025,2.0,0
865,215,0,2025,0.0,0
830,9,0,2025,25.0,1
863,131,14,2025,0.0,0
860,210,11,2025,0.0,0
844,6,5,2025,12.0,0
807,15,18,2025,2.0,0
861,214,20,2025,0.0,0
857,1,3,2025,18.0,0
846,1,2,2025,15.0,0
847,131,4,2025,10.0,0
848,3,17,2025,0.0,0
842,214,19,2025,0.0,0
840,117,15,2025,1.0,0
852,9,10,2025,0.0,0
839,210,8,2025,6.0,0
832,3,12,2025,0.0,0
864,15,7,2025,0.0,0
859,215,13,2025,0.0,0
865,215,9,2025,0.0,0
830,9,1,2025,25.0,1
22,23,8,2009,2.0,0
20,9,13,2009,0.0,0
15,7,2,2009,2.5,0
16,10,19,2009,0.0,0
17,9,5,2009,1.5,0
67,5,20,2009,0.0,0
18,23,1,2009,5.0,1
21,10,18,2009,0.0,0
15,4,6,2002,0.0,0
23,3,3,2002,6.0,0
62,18,22,2002,0.0,0
30,6,2,2002,10.0,1
66,7,16,2002,0.0,0
44,16,17,2002,0.0,0
35,16,15,2002,0.0,0
17,18,20,2002,0.0,0
22,6,8,2002,0.0,0
49,21,18,2002,0.0,0
56,19,13,2002,0.0,0
18,4,7,2002,3.0,0
63,7,10,2002,1.0,0
21,17,14,2002,0.0,0
59,21,21,2002,0.0,0
37,19,11,2002,0.0,0
31,3,1,2002,2.0,0
84,17,9,1996,1.0,0
56,6,5,1996,0.0,0
73,29,21,1996,0.0,0
35,3,2,1996,6.0,0
63,25,14,1996,0.0,0
30,6,3,1996,0.0,0
85,28,22,1996,0.0,0
44,27,11,1996,0.0,0
69,28,20,1996,0.0,0
21,18,16,1996,0.0,0
71,3,1,1996,10.0,1
57,1,6,1996,2.0,0
49,15,12,1996,0.0,0
22,17,8,1996,0.0,0
55,22,4,1996,4.0,0
64,27,18,1996,0.0,0
83,18,19,1996,0.0,0
65,15,15,1996,0.0,0
50,29,13,1996,0.0,0
77,22,7,1996,0.0,0
79,25,17,1996,0.0,0
105,26,26,1993,0.0,0
102,1,4,1993,3.0,0
30,22,3,1993,6.0,0
91,15,14,1993,0.0,0
119,22,7,1993,2.0,0
109,15,18,1993,0.0,0
77,6,9,1993,1.0,0
112,33,23,1993,0.0,0
71,3,2,1993,0.0,0
118,29,11,1993,0.0,0
121,1,12,1993,0.0,0
22,17,17,1993,0.0,0
94,18,22,1993,0.0,0
69,26,25,1993,0.0,0
65,32,13,1993,0.0,0
104,18,20,1993,0.0,0
70,32,15,1993,0.0,0
110,25,19,1993,0.0,0
84,27,6,1993,0.0,0
88,29,8,1993,0.0,0
117,3,1,1993,10.0,1
100,33,16,1993,0.0,0
87,27,5,1993,4.0,0
123,17,24,1993,0.0,0
79,25,21,1993,0.0,0
55,6,10,1993,0.0,0
222,59,15,1978,0.0,0
206,57,16,1978,0.0,0
152,1,19,1978,0.0,0
203,6,5,1978,1.0,0
233,58,18,1978,0.0,0
200,54,0,1978,0.0,0
230,63,22,1978,0.0,0
207,32,1,1978,9.0,1
212,32,20,1978,0.0,0
221,25,12,1978,0.0,0
177,59,24,1978,0.0,0
175,1,14,1978,0.0,0
243,21,0,1978,0.0,0
223,58,0,1978,0.0,0
182,34,3,1978,4.0,0
232,60,26,1978,0.0,0
224,56,10,1978,2.0,0
187,34,8,1978,3.0,0
229,57,0,1978,0.0,0
137,1,25,1978,0.0,0
172,27,6,1978,0.0,0
247,54,0,1978,0.0,0
202,25,17,1978,0.0,0
163,65,23,1978,0.0,0
231,1,7,1978,0.0,0
199,6,4,1978,0.0,0
119,21,13,1978,0.0,0
238,32,2,1978,6.0,0
211,63,0,1978,0.0,0
239,1,21,1978,0.0,0
240,58,0,1978,0.0,0
178,3,11,1978,0.0,0
219,4,9,1978,0.0,0
243,34,17,1970,0.0,0
235,6,3,1970,9.0,1
346,37,16,1970,0.0,0
224,32,18,1970,0.0,0
289,32,8,1970,0.0,0
345,66,7,1970,1.0,0
320,187,10,1970,0.0,0
280,82,11,1970,0.0,0
306,82,6,1970,2.0,0
327,37,9,1970,0.0,0
341,63,15,1970,0.0,0
262,66,13,1970,0.0,0
278,37,5,1970,3.0,0
223,6,1,1970,6.0,0
328,25,2,1970,0.0,0
304,187,14,1970,4.0,0
317,32,12,1970,0.0,0
356,34,4,1970,0.0,0
736,133,20,1952,0.0,0
642,6,2,1952,6.0,0
627,6,17,1952,0.0,0
737,141,22,1952,0.0,0
669,141,18,1952,0.0,0
554,128,5,1952,0.0,0
581,133,11,1952,0.0,0
738,133,16,1952,0.0,0
632,133,8,1952,2.0,0
660,128,19,1952,0.0,0
647,6,1,1952,9.0,1
626,128,4,1952,4.0,0
663,148,7,1952,0.0,0
688,87,12,1952,0.0,0
703,144,21,1952,0.0,0
739,152,15,1952,0.0,0
735,6,13,1952,0.0,0
641,6,3,1952,0.0,0
651,133,14,1952,0.0,0
578,87,6,1952,3.0,0
689,87,9,1952,0.0,0
475,151,10,1952,0.0,0
817,9,6,2018,12.0,0
832,4,9,2018,4.0,0
839,10,8,2018,2.0,0
20,6,1,2018,25.0,1
154,210,20,2018,0.0,0
822,131,2,2018,18.0,0
807,4,7,2018,6.0,0
828,15,19,2018,0.0,0
825,210,11,2018,0.0,0
840,3,17,2018,0.0,0
843,5,12,2018,0.0,0
845,3,18,2018,0.0,0
838,1,15,2018,0.0,0
844,15,13,2018,1.0,0
815,10,10,2018,0.0,0
830,9,3,2018,15.0,0
842,5,16,2018,0.0,0
832,6,4,2024,15.0,0
822,15,13,2024,0.0,0
855,15,20,2024,0.0,0
844,6,8,2024,12.0,0
817,215,11,2024,0.0,0
807,210,12,2024,0.0,0
839,214,15,2024,0.0,0
857,1,6,2024,4.0,0
846,1,3,2024,10.0,0
847,131,9,2024,6.0,0
848,3,14,2024,0.0,0
852,215,10,2024,1.0,0
842,214,17,2024,0.0,0
840,117,16,2024,0.0,0
825,210,18,2024,0.0,0
815,9,2,2024,18.0,0
858,3,19,2024,0.0,0
830,9,1,2024,26.0,1
832,6,4,2024,10.0,0
822,15,16,2024,0.0,0
855,15,17,2024,0.0,0
844,6,3,2024,15.0,0
817,215,9,2024,0.0,0
807,210,10,2024,0.0,0
839,214,12,2024,0.0,0
857,1,5,2024,12.0,0
846,1,2,2024,18.0,0
847,131,6,2024,7.0,0
848,3,14,2024,0.0,0
852,215,7,2024,1.0,0
842,214,15,2024,0.0,0
840,117,13,2024,2.0,0
825,210,18,2024,0.0,0
815,9,11,2024,4.0,0
858,3,19,2024,0.0,0
830,9,1,2024,25.0,1
22,11,12,2008,0.0,0
19,8,21,2008,0.0,0
15,7,7,2008,3.0,0
16,10,20,2008,0.0,0
17,9,11,2008,2.0,0
20,5,19,2008,0.0,0
18,11,9,2008,0.0,0
21,10,18,2008,0.0,0
15,4,10,2003,5.0,0
23,3,5,2003,0.0,0
17,19,14,2003,0.0,0
30,6,7,2003,10.0,1
35,16,12,2003,0.0,0
22,6,2,2003,0.0,0
51,19,16,2003,1.0,0
49,15,15,2003,6.0,0
53,18,20,2003,0.0,0
21,17,17,2003,2.0,0
43,7,9,2003,0.0,0
52,17,18,2003,0.0,0
50,18,19,2003,0.0,0
18,16,11,2003,0.0,0
31,3,4,2003,3.0,0
44,7,3,2003,0.0,0
61,20,19,2001,0.0,0
49,20,15,2001,0.0,0
23,3,3,2001,1.0,0
62,18,22,2001,0.0,0
30,6,1,2001,10.0,1
44,16,17,2001,0.0,0
35,16,14,2001,0.0,0
22,6,4,2001,2.0,0
56,19,13,2001,0.0,0
57,1,5,2001,3.0,0
50,21,21,2001,0.0,0
59,21,20,2001,0.0,0
21,22,6,2001,0.0,0
37,19,16,2001,0.0,0
55,17,11,2001,0.0,0
18,22,9,2001,0.0,0
31,3,2,2001,6.0,0
15,17,8,2001,0.0,0
30,22,2,1994,10.0,1
107,31,27,1994,0.0,0
91,15,7,1994,1.0,0
77,6,17,1994,0.0,0
50,22,9,1994,0.0,0
102,3,1,1994,0.0,0
44,27,19,1994,0.0,0
108,30,28,1994,0.0,0
83,32,24,1994,0.0,0
103,27,20,1994,0.0,0
71,3,4,1994,6.0,0
106,33,23,1994,0.0,0
57,1,8,1994,0.0,0
87,25,12,1994,0.0,0
49,15,5,1994,0.0,0
22,17,14,1994,3.0,0
105,18,22,1994,0.0,0
94,18,15,1994,0.0,0
65,32,21,1994,0.0,0
81,29,6,1994,0.0,0
56,17,16,1994,0.0,0
104,29,11,1994,0.0,0
100,33,13,1994,0.0,0
101,31,26,1994,0.0,0
79,25,10,1994,2.0,0
55,6,3,1994,4.0,0
84,1,18,1994,0.0,0
92,30,25,1994,0.0,0
102,1,3,1990,4.0,0
101,34,25,1990,0.0,0
77,1,2,1990,2.0,0
92,42,0,1990,0.0,0
148,46,0,1990,0.0,0
131,34,20,1990,0.0,0
137,22,9,1990,3.0,0
145,22,5,1990,0.0,0
151,32,17,1990,0.0,0
114,39,26,1990,0.0,0
105,21,18,1990,0.0,0
139,35,24,1990,0.0,0
112,27,12,1990,0.0,0
110,35,21,1990,0.0,0
78,27,19,1990,0.0,0
55,25,13,1990,0.0,0
129,45,0,1990,0.0,0
118,32,16,1990,0.0,0
152,47,0,1990,0.0,0
94,18,23,1990,0.0,0
117,6,4,1990,9.0,1
119,3,6,1990,1.0,0
133,21,22,1990,0.0,0
109,46,0,1990,0.0,0
88,33,14,1990,0.0,0
149,44,0,1990,0.0,0
90,44,0,1990,0.0,0
103,33,11,1990,0.0,0
138,25,15,1990,0.0,0
123,3,8,1990,0.0,0
147,18,0,1990,0.0,0
95,6,1,1990,0.0,0
127,41,10,1990,0.0,0
99,39,0,1990,0.0,0
222,59,12,1978,0.0,0
203,6,6,1978,0.0,0
241,57,17,1978,0.0,0
233,58,9,1978,0.0,0
200,54,20,1978,0.0,0
230,63,0,1978,0.0,0
207,32,3,1978,3.0,0
212,32,22,1978,0.0,0
221,25,11,1978,0.0,0
197,54,16,1978,0.0,0
175,1,5,1978,0.0,0
223,58,15,1978,2.0,0
182,34,10,1978,4.0,0
158,55,0,1978,0.0,0
232,60,0,1978,0.0,0
224,56,7,1978,6.0,0
187,34,21,1978,0.0,0
240,57,23,1978,0.0,0
242,64,0,1978,0.0,0
172,27,14,1978,0.0,0
202,25,19,1978,1.0,0
231,1,2,1978,0.0,0
199,6,4,1978,9.0,1
119,21,18,1978,0.0,0
238,32,1,1978,0.0,0
211,63,24,1978,0.0,0
239,1,13,1978,0.0,0
178,3,8,1978,0.0,0
418,26,8,1963,0.0,0
373,172,2,1963,4.0,0
448,98,21,1963,0.0,0
440,176,16,1963,0.0,0
360,170,11,1963,0.0,0
364,34,6,1963,0.0,0
345,172,13,1963,0.0,0
449,176,17,1963,0.0,0
341,6,3,1963,0.0,0
394,54,20,1963,0.0,0
430,95,19,1963,1.0,0
385,6,9,1963,2.0,0
403,54,15,1963,0.0,0
408,170,10,1963,0.0,0
404,176,0,1963,0.0,0
346,176,14,1963,0.0,0
347,170,12,1963,0.0,0
433,172,0,1963,0.0,0
386,66,4,1963,6.0,0
450,98,0,1963,0.0,0
401,172,7,1963,0.0,0
356,34,5,1963,3.0,0
434,176,18,1963,0.0,0
289,66,1,1963,9.0,1
532,113,29,1960,0.0,0
525,108,10,1960,0.0,0
518,114,27,1960,0.0,0
494,107,12,1960,0.0,0
529,107,18,1960,0.0,0
521,107,9,1960,0.0,0
523,113,19,1960,0.0,0
528,113,11,1960,0.0,0
539,113,33,1960,0.0,0
510,108,26,1960,4.0,0
517,108,22,1960,0.0,0
511,109,8,1960,3.0,0
522,112,21,1960,0.0,0
524,115,23,1960,0.0,0
535,108,32,1960,0.0,0
534,113,20,1960,0.0,0
514,112,25,1960,0.0,0
538,116,30,1960,0.0,0
515,111,28,1960,0.0,0
526,107,6,1960,0.0,0
531,113,16,1960,0.0,0
536,107,5,1960,0.0,0
519,114,31,1960,0.0,0
513,111,7,1960,1.0,0
533,108,13,1960,0.0,0
509,107,2,1960,8.0,1
520,113,24,1960,0.0,0
516,113,14,1960,0.0,0
449,107,3,1960,6.0,0
537,107,4,1960,0.0,0
530,108,15,1960,0.0,0
527,116,1,1960,0.0,0
512,110,17,1960,2.0,0
819,207,19,2013,0.0,0
20,9,1,2013,25.0,1
807,15,7,2013,12.0,0
822,3,17,2013,0.0,0
823,207,20,2013,0.0,0
818,5,16,2013,0.0,0
821,15,8,2013,0.0,0
814,10,15,2013,0.0,0
817,5,12,2013,0.0,0
824,206,22,2013,0.0,0
815,1,10,2013,1.0,0
813,3,18,2013,0.0,0
16,10,14,2013,0.0,0
17,9,13,2013,0.0,0
154,208,3,2013,15.0,0
820,206,21,2013,0.0,0
18,1,11,2013,4.0,0
23,3,10,2001,0.0,0
30,6,1,2001,6.0,0
54,20,16,2001,0.0,0
44,16,11,2001,0.0,0
35,16,12,2001,0.0,0
49,17,5,2001,0.0,0
22,6,6,2001,4.0,0
56,19,15,2001,0.0,0
57,1,2,2001,10.0,1
58,18,0,2001,0.0,0
50,21,17,2001,0.0,0
59,21,20,2001,0.0,0
21,22,19,2001,0.0,0
37,19,13,2001,0.0,0
55,20,14,2001,0.0,0
18,22,18,2001,0.0,0
31,3,8,2001,3.0,0
15,17,4,2001,0.0,0
49,20,4,2001,0.0,0
23,3,2,2001,0.0,0
30,6,3,2001,10.0,1
54,20,18,2001,0.0,0
44,16,11,2001,0.0,0
35,16,6,2001,0.0,0
22,6,5,2001,2.0,0
56,19,17,2001,0.0,0
57,1,7,2001,3.0,0
58,18,22,2001,0.0,0
50,21,19,2001,0.0,0
59,21,21,2001,0.0,0
21,22,8,2001,4.0,0
37,19,10,2001,0.0,0
55,17,13,2001,1.0,0
18,22,15,2001,0.0,0
31,3,1,2001,0.0,0
15,17,16,2001,0.0,0
178,63,16,1976,2.0,0
222,25,7,1976,3.0,0
187,67,17,1976,0.0,0
199,204,12,1976,0.0,0
182,6,1,1976,9.0,1
230,37,5,1976,0.0,0
233,37,15,1976,0.0,0
238,37,10,1976,0.0,0
256,70,20,1976,0.0,0
277,59,25,1976,0.0,0
207,32,11,1976,0.0,0
221,25,4,1976,0.0,0
229,64,24,1976,0.0,0
232,37,21,1976,0.0,0
250,204,9,1976,0.0,0
278,57,8,1976,0.0,0
252,58,13,1976,0.0,0
224,56,0,1976,0.0,0
197,58,14,1976,0.0,0
223,6,2,1976,6.0,0
235,59,0,1976,0.0,0
271,182,23,1976,0.0,0
239,63,26,1976,0.0,0
255,32,22,1976,0.0,0
258,182,19,1976,0.0,0
200,1,18,1976,1.0,0
172,27,4,1976,4.0,0
265,64,0,1976,0.0,0
231,1,3,1976,0.0,0
306,66,9,1973,0.0,0
304,1,6,1973,9.0,1
235,6,8,1973,1.0,0
199,34,5,1973,3.0,0
289,58,18,1973,0.0,0
224,32,4,1973,0.0,0
290,34,12,1973,0.0,0
262,58,17,1973,0.0,0
309,1,7,1973,0.0,0
182,66,15,1973,0.0,0
332,58,19,1973,0.0,0
327,25,2,1973,4.0,0
197,37,20,1973,0.0,0
328,25,3,1973,2.0,0
307,80,11,1973,0.0,0
305,63,10,1973,0.0,0
238,32,1,1973,6.0,0
329,37,21,1973,0.0,0
250,63,16,1973,0.0,0
317,37,14,1973,0.0,0
223,66,12,1973,0.0,0
360,170,9,1959,0.0,0
347,66,7,1959,2.0,0
418,170,5,1959,0.0,0
427,170,12,1959,3.0,0
289,32,10,1959,0.0,0
475,170,2,1959,0.0,0
479,6,1,1959,9.0,1
403,6,6,1959,4.0,0
356,170,4,1959,0.0,0
404,32,13,1959,0.0,0
501,66,8,1959,0.0,0
437,167,15,1959,0.0,0
478,66,11,1959,0.0,0
364,6,3,1959,6.0,0
477,6,14,1959,0.0,0
554,105,4,1956,6.0,0
581,6,9,1956,0.0,0
586,105,12,1956,0.0,0
806,105,13,1956,0.0,0
496,105,6,1956,0.0,0
498,105,5,1956,0.0,0
622,105,11,1956,1.5,0
608,6,2,1956,0.0,0
482,6,10,1956,2.0,0
579,6,3,1956,5.0,1
579,6,1,1956,0.0,0
475,105,7,1956,0.0,0
623,105,13,1956,0.0,0
578,105,8,1956,4.0,0
583,105,11,1956,1.5,0
577,6,3,1956,4.0,1
817,9,1,2018,25.0,1
832,4,8,2018,1.0,0
839,10,6,2018,8.0,0
20,6,2,2018,18.0,0
154,210,18,2018,0.0,0
822,131,5,2018,10.0,0
807,4,11,2018,4.0,0
828,15,16,2018,0.0,0
825,210,19,2018,0.0,0
840,3,17,2018,0.0,0
843,5,15,2018,0.0,0
845,3,13,2018,0.0,0
838,1,12,2018,0.0,0
844,15,14,2018,0.0,0
815,10,9,2018,0.0,0
830,9,20,2018,2.0,0
842,5,10,2018,6.0,0
817,1,16,2021,2.0,0
832,6,5,2021,0.0,0
844,6,8,2021,8.0,0
842,213,9,2021,1.0,0
839,214,6,2021,6.0,0
846,1,7,2021,10.0,0
822,131,1,2021,16.0,0
840,117,17,2021,0.0,0
841,51,12,2021,0.0,0
849,3,18,2021,0.0,0
815,9,4,2021,12.0,0
854,210,19,2021,0.0,0
853,210,20,2021,0.0,0
830,9,3,2021,18.0,0
847,3,11,2021,0.0,0
20,117,10,2021,0.0,0
852,213,14,2021,0.0,0
154,4,12,2009,0.0,0
22,23,5,2009,10.0,1
20,9,9,2009,1.0,0
24,10,7,2009,0.0,0
15,7,11,2009,0.0,0
21,6,14,2009,0.0,0
16,10,2,2009,5.0,0
17,9,10,2009,0.0,0
67,5,19,2009,0.0,0
153,5,20,2009,0.0,0
18,23,6,2009,8.0,0
15,4,16,2002,0.0,0
23,3,2,2002,3.0,0
62,18,22,2002,0.0,0
30,6,3,2002,10.0,1
66,7,14,2002,0.0,0
44,16,9,2002,0.0,0
35,16,17,2002,0.0,0
17,18,21,2002,0.0,0
