driverId,constructorId,grid,year,points,winner
13,6,2,2008,10.0,1
12,4,10,2008,0.0,0
7,5,16,2008,0.0,0
5,1,6,2008,0.0,0
4,4,2,2008,0.0,0
3,3,15,2008,0.0,0
11,8,22,2008,0.0,0
14,9,17,2008,0.0,0
10,7,14,2008,0.0,0
2,2,9,2008,0.0,0
6,3,12,2008,2.0,0
9,2,4,2008,5.0,0
1,1,5,2008,6.0,0
13,6,3,2008,8.0,0
8,6,1,2008,10.0,1
6,3,16,2008,0.0,0
7,5,18,2008,0.0,0
12,4,17,2008,0.0,0
10,7,15,2008,0.0,0
5,1,2,2008,0.0,0
14,9,10,2008,0.0,0
3,3,11,2008,1.0,0
4,4,7,2008,3.0,0
2,2,9,2008,4.0,0
9,2,5,2008,5.0,0
8,6,4,2008,6.0,0
1,1,3,2008,8.0,0
13,6,1,2008,10.0,1
7,5,16,2008,0.0,0
14,9,15,2008,0.0,0
12,4,17,2008,0.0,0
3,3,6,2008,0.0,0
2,2,12,2008,0.0,0
10,7,10,2008,0.0,0
4,4,7,2008,0.0,0
8,6,2,2008,0.0,0
